iter	Logloss
952	0.121562077
953	0.1215268314
954	0.121484956
955	0.1214636941
956	0.1214372503
957	0.1214150955
958	0.12139563
959	0.1213219382
960	0.1212532394
961	0.1212096195
962	0.1211756636
963	0.1211424087
964	0.1210321328
965	0.121015448
966	0.120961503
967	0.1209201814
968	0.1208338191
969	0.1208079058
970	0.1207732787
971	0.1207486787
972	0.1206932899
973	0.1206411642
974	0.1205971154
975	0.1205805272
976	0.1205348949
977	0.1205065719
978	0.1204836607
979	0.1204313867
980	0.1204025191
981	0.1203894155
982	0.1203744137
983	0.1203240002
984	0.1202945656
985	0.1202623798
986	0.1202023554
987	0.1201554824
988	0.1200863737
989	0.1200397514
990	0.1199761241
991	0.1199262649
992	0.1198836316
993	0.119859048
994	0.1198127479
